ID_author_1,ID_author_2,scopus_id_collaborations
6,50,"84959089233,85091134369,84902354898,84880489278,84864219956,84879477568,79960289604,79960278328,79960248781,78649972111,77958151640,70449356581,70349915704,67650293333,67249150197,59549100561,54349090083,48349146759,33746238094,33745369337,35048854199,35048826649,35248825098,84949946857,79959358488,36248982015,84924891259,84928016738,84922548745,84928966773,84965107403,84995538172,84959019505,85021411634,84937715273,85035011996,85085107633,85081130024,85080044458,85079900189,85141060522,85124157488,84877922749,84876708661,84868648105,84862886566,84863692417,84855342712,81855213094,79959889533,79959606882,78751641318,77956063491,77955429530,79955512910,77956614161,68349140137,65249109723,78649249531,54949099612,51549094637,42149144165,77649107250,34248587890,34047234602,78449240776,33749648482,33646886990,33644808059,33845585244,29144516756,18144415854,4043164955,84933508705,85026999008,85071668480,84902320065,84880967975,84878467194,82955237751,84865130186,79960681522,84858720211,84887979942,84887975226,80053192331,78751469967,84890398250,84890380649,84890372691,84890368510,77950602005,74549130069,70349950210,70449436535,74549125493,57649171558,57549095837,84886700173,84883115613,84883057215,58049171004,55849131843,55849119468,85087226240,84887864133,84887862530,67650221728,55849124799,35148833094,77954010947,77953903677,55849101189,46149102272,34247325175,33751038083,29144469946,26844530558,84988857019,10044231867,7044231005,38149054433,35248826214,76449092461,84901533770,84994765050"
32,51,"84946033353,84927757348,84885820647,84881060333,84879093679,84879078505,79551519611,70350682069,85015950557,84894121904,84906313437,84880440476,84873578374,78049530380,84866785816,84866776824,84865129723"
7,32,"84946033353,84989166008,85015950557"
10,51,"84946033353,84927757348,84885820647,84885787258,84881060333,84879093679,84879078505,84879075599,79956346274,79551519611,70350682069,85015950557,84929337487,84898638840,84894121904,84906313437,84880440476,84873578374,84888602069,84881064613,78049530380,84866785816,84866776824,84865129723,81255177818"
7,51,"84946033353,85015950557"
5,52,"84944145198,84908032310,84987846873,84905328115,84897973930,84908617263,84899649403,84879350412,84877896066,84869888714,84861098027"
2,52,"84944145198,84908032310,84987846873,84905328115,84897973930,84908617263,84899649403,84879350412,84877896066,84869888714,84861098027"
4,52,"84944145198,84908032310,84987846873,84945162319,84905328115,84897973930,84908617263,84899649403,84879350412,84877896066,84869888714,84861098027"
1,52,"84944145198,84908032310,84987846873,84945162319,84905328115,84897973930,84908617263,84899649403,84879350412,84877896066,84869888714,84861098027,84861706456,80054831568"
53,54,"85037858732,85037857007,85037830753,84973647671,85006753292,85109091299,85094140376,85089221579"
55,56,"85037857007,85092038278,85070097895"
53,55,"85037857007,85037830753,85109091299,85094140376,85089221579"
54,55,"85037857007,85037834860,85037830753,85037818861,85092143710,85092038278,85042180730,85066105423,85063492915,85070097895,85109091299,85089890945,85102842145,85108069584,85109404888,85090461323,85102822455,85103008428,85094140376,85089221579,85105099238,85124901103,85019945709"
53,56,85037857007
54,56,"85037857007,85092038278,85020186891,85039768667,85070097895,85088581513"
55,57,"85037834860,85092143710,85063492915,85089890945,85019945709,85092149886"
55,58,"85037834860,85108069584"
55,59,"85037834860,85037830753,85108069584,85090461323,85103008428"
57,58,85037834860
57,59,85037834860
54,57,"85037834860,85092143710,84905180033,77951001652,85063492915,85089890945,84898003008,84885039222,84879595988,84878422941,84869888459,80052282188,79951509387,78651061761,67349234058,60249100700,51649119398,44349170194,41949098374,33745233295,33244463729,85019945709"
58,59,"85037834860,85068744912,85090771053,85093893147,85079064421,85104393846,85108069584,85136598396"
54,58,"85037834860,85068744912,85090771053,85093893147,85079064421,85104393846,85108069584,85136598396"
54,59,"85037834860,85037830753,84863616358,33244483464,84929191430,84982727280,84959206663,84958260407,85029672015,85009730100,85006427617,84988407762,85046780816,85042105530,85068744912,85062494643,85063075506,85057216443,85090771053,85093893147,85079064421,85121656157,85120808369,85104393846,85108069584,85090461323,85103008428,85103021790,85136598396,85132765469,85129760492,85109404044,85143404154,84901298971,84910142890,84888084263,84878957085,84873743787,84865499204,84874832196,84856049834,79959337760,79953837237,70350564193,68449097372,45449114228,41649122069,35548999301,33847118496,33847279360,34547181516,33748909879,33646116299,27944471765,26244435229,21344472586,7044229639,3242781027,1542328832,0041783746,0041786610,0036857721,0037165556,0035535412,0034342208,0032818304,0032981855,0032395584,0039988274,3042646526,1842740730,0032211571,0012546329,0000540259,33751158792,0027271873,84987343933,85025113860,85025109563"
53,59,85037830753
7,24,"85031429211,85031411360,85027044910,85055803942"
24,42,"85031429211,85031411360,85027044910,85055803942"
24,41,"85031429211,85031411360,85027044910,85055803942"
60,61,85031417121
60,62,85031417121
24,60,85031417121
10,60,85031417121
61,62,"85031417121,85027007485,84952361129,84937485030,84999018291,85056810287,85068589763,84910626096,84880460690,80455129385,84991713055,84962859190,85013498173,85031397066,85042656561,85073029438,84900002321,84864754473,84990878602,84960122369,84904623631,84907072612,82955242465,84891954295,84864746133,80455149916"
24,61,"85031417121,85027007485,84952361129,84937485030,84999018291,85056810287,85068589763,84910626096,84880460690,80455129385,84991713055,84962859190,85013498173,85031397066,85042656561,85055850485,85073029438,84900002321,84864754473,84990878602,84960122369,84904623631,84907072612,82955242465,84891954295,84864746133,80455149916"
10,61,"85031417121,85027007485"
24,62,"85031417121,85031413671,85027007485,85056886246,85056861228,85056809776,84960408169,85036510993,85017284932,85006784330,85051723785,85068905394,85070333694,85140654529,84952656645,84952361129,84946408870,84937485030,84999018291,84976340214,85056810287,85068589763,85132104555,84921629960,84910626096,84883284949,84880460690,80455129385,84907888406,84991713055,84962859190,84941333679,85013498173,85008950608,85031397066,85054799518,85042656561,85073029438,85070255710,85102561210,85073926897,84900002321,84880057783,84864754473,84990878602,84960122369,84919336783,84904623631,84907072612,82955242465,84891954295,84864746133,80455149916"
10,62,"85031417121,85031413671,85027007485,85056886246,85056861228,85056809776,84863904321,84906690694,80053043562,79960309414,79956346274,84920080725,84960408169,85036510993,85017284932,85006784330,85053754190,85051723785,85068905394,85070333694,85140654529,84894209915,84894142804,84905085273,80855132787"
10,63,"85031413671,85065873919,85132005309,85145028049,84920080725,85036510993,85053754190,85068905394,85064320976,85070333694,85083328607,85085247402,85077681132,85111567540,85105592906,85111614847,85109670584,85100377311,85140654529,85132987163"
62,63,"85031413671,84920080725,85036510993,85053754190,85068905394,85070333694,85140654529"
24,63,"85031413671,85036510993,85068905394,85064320976,85070333694,85140654529"
40,63,"85031413671,85036510993,85083328607,85105592906"
14,63,85031413671
16,63,"85031413671,85036510993,85070333694,85083328607,85111614847"
40,62,"85031413671,85036510993"
14,62,85031413671
16,62,"85031413671,85036510993,85070333694"
24,40,"85031413671,85036510993"
14,24,85031413671
16,24,"85031413671,85036510993,85070333694"
47,64,85030685629
6,64,85030685629
65,66,"85029758874,85046689407,85075839580,85063740775,85084927147,85076494102,85091036570,85121112302,85109314266,85076454822"
6,65,"85029758874,85030449397,85046689407,85075839580,85063740775,85084927147,85076494102,85091036570,85121112302,85109314266,85071643726,84996879700,85027067763,85076454822"
6,66,"85029758874,85057342126,84904543781,85046689407,85053669700,85075839580,85063740775,85062190723,85084927147,85076494102,85089189729,85102270958,85121906594,85091036570,85130382383,85121112302,85109314266,84936133117,84933555639,85061311958,85076454822,85120643798,84869054531,77958195733,84887914578"
67,68,85027192308
25,67,"85027192308,85046656250,85048797854,85059553607"
10,67,"85027192308,85046656250,85048797854,85059553607"
25,68,85027192308
10,68,85027192308
42,69,"85027076238,85050005593"
7,69,"85027076238,85065859471,85021354413,85040060180,85090115800,85050005593"
10,69,"85027076238,85065859471,85021354413,85040060180,85090115800,85050005593"
9,69,85027076238
41,69,"85027076238,85050005593"
61,70,"85027007485,85055850485"
61,71,85027007485
62,70,"85027007485,85054799518,85102561210,85073926897"
62,71,85027007485
70,71,85027007485
10,70,85027007485
24,70,"85027007485,85054799518,85055850485,85086523697,85103977336,85102561210,85073926897"
10,71,"85027007485,85021623746"
24,71,"85027007485,85021623746"
21,71,85021623746
21,72,"85021623746,84962775659,84909966451,84920868634"
23,71,85021623746
71,72,85021623746
23,72,"85021623746,84885703223,80052785212,84962775659,84909966451,84883047791,84893678106,84878481135,84891661300,63649094661,84920868634,84869072428,83355167100,85089346103,78751551822,85088948163,76749164414"
10,72,"85021623746,84885703223,84922758636"
24,72,"85021623746,84885703223,84922758636,80052785212,84962775659,84909966451,84883047791,84893678106,84878481135,84891661300,63649094661,84920868634,84869072428,83355167100,85089346103,78751551822,85088948163,76749164414"
27,73,"84984920653,85111939125"
28,73,"84984920653,85087752955,85087765515,85068238200,85111939125,85135880659,85135795584,85134596719,85134589179,85134588342,85134560970,85130358820,85130355441,85130313749,85062974077,85065872227,85087518558,85112422774,85102706937,85099801495,85118141254,85123883147,85116274189,85104226449,85120675941,85119427790,85119420113,85104931967,85104958270,85046279965,85096729716"
30,74,"84984903648,84951835896,85040612209,84876107801,84860886816,85023779027,84905867565,84905861274"
28,74,"84984903648,84984903214,85068238200,85111970751,85112011295,85135965865,85134580016,84951835896,84938783864,85040612209,85011900732,85030226046,85040634650,85083436671,85118788966,85112422774,85111255006,85102706937,85144984213,85131572672,84883873720,84876107801,84860886816,85023779027,85029416505,85059026142,84905824283,84905867565,84905861274,84905721107,72449122415,62749092060,85065265573,85046279965,85046248613,85096729716,85096728679,85096727209,85094950448,85090559473"
28,75,"84984903214,85068238200,85111929826,85134599309,84958529604,84927949229,84956697288,84973664439,84951835896,84956649895,85016490660,85040612209,85050118016,85072279498,85069854697,85068891579,85065872227,85090556651,85087518558,85079422347,85106879674,85133874381,85123883147,84928819045,84918517297,84944522017,85053996690,85096727884"
74,75,"84984903214,85068238200,84951835896,85040612209"
28,76,"84984870424,85009685105"
27,77,"84984865280,85011900732,85030226046,85040634650,85016035177,85040618638,85041932126,85053176938,85068145374,85046265966"
28,77,"84984865280,85011900732,85030226046,85040634650,85016035177,85040618638,85041932126,85053176938,85068145374,85142454519,85046265966"
38,78,"85056107658,85056096338,84877150542,84869198395,84865603918,84911484005"
79,80,"85045413025,84937842529,84949954121,85018347705,85049064005,85046018977,85042353328,85021212618,85067813954,85067813043,85030234326,85090119533,85090804006,85089958728,85119918543,85103883657,85116936136,85135411723,85123199492,85125729943,85115333387,85111027930,85046376986,85097348007,85093691069,85093696714,85093650379,85116644254,85140828431,84946689281,84987687497,85052908776"
79,81,"85045413025,84937842529,84949954121,85049064005,85046018977,85067813954,85067813043,85090119533,85103883657,85135411723,85123199492,85111027930,85093696714,85116644254,84946689281,85052908776"
80,81,"85045413025,84937842529,84949954121,85049064005,85046018977,85067813954,85067813043,85090119533,85103883657,85135411723,85123199492,85111027930,63049090894,0036872146,0036872142,0036577590,85093696714,85116644254,84946689281,84944128211,85052908776"
80,82,"85045377458,84927164512,84964523957,85014531548,85018773392,85019585659,85045945207,84908277221,84904979688,84872468735,84880922834,84872940869,79960889714,79955537503,78650628656,84946687965,77649306364"
4,83,"85035193102,84949116940,85072280609,84922037283"
6,84,"85072836787,85071617586,85143253356"
6,85,"85072836787,85057342126,85091164745,85115260814,84904764658,84904738408,84880082144,84879851510,84862204410,79957505193,77954751970,85058463945,85048821588,85053669700,85067990215,85064054881,85054565285,85083715842,85078442628,85089189729,85090935556,85112267816,85100304215,85094856060,85118257447,85111878696,84958963814,84903463239,84899674997,84879674020,84876724591,84859532223,84856262817,80054883771,79957875163,79959921747,79960313923,79959884346,78149370574,85061311958,85095969103,85111109880,85140988970,85138320362,84944054715,84880967975,84877994649,84877263957,84937720394,84937718550,84922229542,84880287988,84880286453,84865711331,84863579089,83455221612,84873912475,79961240983,79959314832,84858720211,77954746847,77950604670,74549207586,73449135473,73449099966,84940058988,85021317975,85041609023,84956773663,84946112340,84956844173,84956819564,84956776648,84956715571,84874312725,84898585461"
84,85,85072836787
45,86,"85065996425,85068619014,85132118517,85070858448,85117054754,85102170520,85144555207,85047192040,85059187171,85072519232,85076720282,85075629693"
86,87,"85065996425,85068619014,85132118517,85117054754,85102170520,85144555207,85047192040,85059187171,85072519232,85076720282,85075629693"
10,86,"85065996425,85068619014,85132118517,85070858448,85117054754,85102170520,85144555207"
45,87,"85065996425,85068619014,85132118517,85102633638,85117054754,85102170520,85144555207,85030158850,85012994511,85047192040,85059187171,85072519232,85076720282,84971350953,85075629693"
10,87,"85065996425,85068619014,85132118517,85102633638,85117054754,85102170520,85144555207"
36,88,"85065884265,85068623221"
31,36,"85065884265,85068623221"
36,89,85065884265
31,88,"85065884265,85065877376,85068623221,85068600015,85108991922,85087050645"
88,89,85065884265
10,88,"85065884265,85065877376,85068623221,85068600015,85108991922,85087050645"
34,88,"85065884265,85065877376,85068623221,85068600015,85108991922,85087050645,84988009684,84955753418,85038864959,85018661219,85048804401,85038860357,85074858531,85068463004,85087701365,85117177703,85098560875,84994157566"
31,89,85065884265
10,89,85065884265
34,89,85065884265
31,90,"85065877376,85068600015,85103824262,85099985530,85087050645"
34,90,"85065877376,85068600015,85103824262,85099985530,85087050645"
88,90,"85065877376,85068600015,85087050645"
10,90,"85065877376,85065873919,85056886246,85056861228,85068600015,85068619014,85132005309,84922758636,85058466417,85070333694,85085247402,85111567540,85111614847,85103824262,85099985530,85117054754,85109670584,85100377311,85087050645,85140654529,85132987163"
